mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_hgb__min_samples_leaf,param_hgb__max_leaf_nodes,param_hgb__max_iter,param_hgb__learning_rate,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,mean_test_score,std_test_score,rank_test_score
143.30399839083353,75.9283311171493,9.338673075040182,0.1807749254887401,20,64,300,0.05,"{'hgb__min_samples_leaf': 20, 'hgb__max_leaf_nodes': 64, 'hgb__max_iter': 300, 'hgb__learning_rate': 0.05}",-4.852643437351252,-4.813914155975428,-4.819632468865767,-6.006436615446262,-5.911922869037053,-5.471733406995291,-5.312713825611842,0.5114008719644129,3
143.9768477678299,71.38391958480761,9.112366318702698,0.4105495811206219,20,31,300,0.03,"{'hgb__min_samples_leaf': 20, 'hgb__max_leaf_nodes': 31, 'hgb__max_iter': 300, 'hgb__learning_rate': 0.03}",-4.978994650350824,-4.928666724044083,-4.975666227393907,-6.1665170732119,-6.033586201879866,-5.621722714039304,-5.4508589318199805,0.5167334559542137,5
334.8994536002477,173.66170077554162,21.994375268618267,0.8449750059995216,50,64,800,0.03,"{'hgb__min_samples_leaf': 50, 'hgb__max_leaf_nodes': 64, 'hgb__max_iter': 800, 'hgb__learning_rate': 0.03}",-4.811491980086623,-4.756271557734816,-4.781445156397377,-5.954507756752558,-5.901832576088533,-5.418674539385055,-5.270703927740827,0.5168327857830398,1
141.16647044817606,72.37014618517757,9.474625746409098,0.20283342710394184,50,64,300,0.05,"{'hgb__min_samples_leaf': 50, 'hgb__max_leaf_nodes': 64, 'hgb__max_iter': 300, 'hgb__learning_rate': 0.05}",-4.849642223814602,-4.813453248216652,-4.820670854603502,-6.006436615446262,-5.911922869037053,-5.471733406995291,-5.312309869685561,0.5117603203470003,2
309.41828548908234,157.02966630544802,20.002458254496258,0.6924483678210259,20,31,800,0.03,"{'hgb__min_samples_leaf': 20, 'hgb__max_leaf_nodes': 31, 'hgb__max_iter': 800, 'hgb__learning_rate': 0.03}",-4.900904507823269,-4.832858964116367,-4.8723718134338485,-6.086358204679114,-5.997534562693065,-5.513981110949353,-5.367334860615837,0.5297580473769505,4
