mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_hgb__min_samples_leaf,param_hgb__max_leaf_nodes,param_hgb__max_iter,param_hgb__learning_rate,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
5.606624523798625,0.06611868297091529,15.791255712509155,0.2996494137474484,20,64,300,0.05,"{'hgb__min_samples_leaf': 20, 'hgb__max_leaf_nodes': 64, 'hgb__max_iter': 300, 'hgb__learning_rate': 0.05}",-4.626087096667246,-5.682304560236763,-5.958099119737269,-5.422163592213759,0.574060972274858,2
4.6063259442647295,0.01836582949727637,15.087233463923136,0.13633496883891064,20,31,300,0.03,"{'hgb__min_samples_leaf': 20, 'hgb__max_leaf_nodes': 31, 'hgb__max_iter': 300, 'hgb__learning_rate': 0.03}",-4.756334389408239,-5.80244918754399,-6.062800887067496,-5.540528154673242,0.564603487987556,5
14.772226969401041,0.7070532421009494,39.52324493726095,2.0043163902672756,50,64,800,0.03,"{'hgb__min_samples_leaf': 50, 'hgb__max_leaf_nodes': 64, 'hgb__max_iter': 800, 'hgb__learning_rate': 0.03}",-4.600905270699875,-5.645255015871251,-5.937388613132849,-5.394516299901325,0.5737010597369149,1
5.55055030186971,0.10030582458715093,15.586642026901245,0.4340711314298602,50,64,300,0.05,"{'hgb__min_samples_leaf': 50, 'hgb__max_leaf_nodes': 64, 'hgb__max_iter': 300, 'hgb__learning_rate': 0.05}",-4.634141512934801,-5.67293202155059,-5.959773194571316,-5.422282243018902,0.5694698250408601,3
11.755074898401896,0.10648626726949746,31.45857842763265,0.9703662376459087,20,31,800,0.03,"{'hgb__min_samples_leaf': 20, 'hgb__max_leaf_nodes': 31, 'hgb__max_iter': 800, 'hgb__learning_rate': 0.03}",-4.685766956451095,-5.75209825668351,-6.016111948364276,-5.484659053832961,0.5750925982211466,4
